Global frequency set at 1000000000 ticks per second
gem5 Simulator System.  http://gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 20.1.0.4
gem5 compiled Mar 17 2021 18:58:12
gem5 started Mar 17 2021 19:09:23
gem5 executing on ppetrica-laptop, pid 39228
command line: ./build/X86_MI/gem5.opt --debug-flags=ProtocolTrace configs/learning_gem5/part3/ruby_test.py

             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             97   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             98   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory             MemData    M_m>M      [0x1bc0, line 0x1bc0] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
             99   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            100   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            101   0        Seq               Begin       >       [0x7e8, line 0x7c0] ST
            102   0    L1Cache               Store      I>IM_S   [0x7c0, line 0x7c0] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            102   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            103   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            104   0        Seq                Done       >       [0x1be8, line 0x1bc0] 0 cycles
            104   0    L1Cache             DataDir   IM_S>M      [0x1bc0, line 0x1bc0] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            105   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            106   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
            107   0  Directory                GetM    M_m>M_m    [0x400, line 0x400] 
